Lab Data from MenloSensor
04/20/2015

Sunny day monitoring from about 12:26 PM on

Battery started mostly discharged 12:16 PM

No light flashing due to day/night program

Microcontroller always on at default 8Mhz ceramic resonator
  - No microcontroller power saving programmed as of yet

Radio on new power control program with radio power off after
250ms.

30 second update rate that automatically powers on the radio,
reads the sensors and sends the data update.

Need current measurements for:

  - In radio power off state

  - 70-85ma with radio powered on from previous testing

600ma hour single cell AA NiCD battery 1.25v

In the past can expect the device go shutoff when battery
gets below 0.90v
2015/04/21 05:10:23: 0247.0186.001F.0023.0000 battery 1.258V solar 0.100V 
2015/04/21 05:10:53: 0000.018B.001F.0027.0000 battery 1.274V solar 0.100V 
2015/04/21 05:11:23: 0018.0182.001F.0026.0000 battery 1.245V solar 0.100V 
2015/04/21 05:11:53: 0011.018B.001F.0026.0000 battery 1.274V solar 0.100V 
2015/04/21 05:12:23: 000C.017F.001F.0026.0000 battery 1.235V solar 0.100V 
2015/04/21 05:12:53: 000A.018A.001F.0027.0000 battery 1.271V solar 0.100V 
2015/04/21 05:13:23: 0006.018A.001E.0027.0000 battery 1.271V solar 0.097V 
2015/04/21 05:13:53: 0006.018B.001F.0028.0000 battery 1.274V solar 0.100V 
2015/04/21 05:14:23: 0006.017E.001F.0026.0000 battery 1.232V solar 0.100V 
2015/04/21 05:14:53: 0006.018A.001F.0027.0000 battery 1.271V solar 0.100V 
2015/04/21 05:15:23: 0004.018B.001D.0027.0000 battery 1.274V solar 0.094V 
2015/04/21 05:15:53: 0004.018A.001F.0027.0000 battery 1.271V solar 0.100V 
2015/04/21 05:16:23: 0004.018B.001D.0027.0000 battery 1.274V solar 0.094V 
2015/04/21 05:16:53: 0003.018A.001F.0027.0000 battery 1.271V solar 0.100V 
2015/04/21 05:17:23: 0003.018B.001F.0027.0000 battery 1.274V solar 0.100V 
2015/04/21 05:17:53: 0003.018B.001F.0027.0000 battery 1.274V solar 0.100V 
2015/04/21 05:18:23: 0000.018A.001F.0027.0000 battery 1.271V solar 0.100V 
2015/04/21 05:18:53: 0247.0184.001F.0023.0000 battery 1.252V solar 0.100V 
2015/04/21 05:19:23: 0000.018B.001F.0026.0000 battery 1.274V solar 0.100V 
2015/04/21 05:19:53: 0019.018A.001E.0026.0000 battery 1.271V solar 0.097V 
2015/04/21 05:20:23: 0011.018A.001F.0026.0000 battery 1.271V solar 0.100V 
2015/04/21 05:20:53: 000D.0188.001F.0026.0000 battery 1.265V solar 0.100V 
2015/04/21 05:21:23: 000A.018A.001E.0027.0000 battery 1.271V solar 0.097V 
2015/04/21 05:21:53: 0008.018A.0020.0027.0000 battery 1.271V solar 0.103V 
2015/04/21 05:22:23: 0007.018A.001F.0026.0000 battery 1.271V solar 0.100V 
2015/04/21 05:22:53: 0006.0189.001F.0026.0000 battery 1.268V solar 0.100V 
2015/04/21 05:23:23: 0005.018A.001E.0028.0000 battery 1.271V solar 0.097V 
2015/04/21 05:23:53: 0005.018A.001F.0027.0000 battery 1.271V solar 0.100V 
2015/04/21 05:24:23: 0005.0189.001F.0026.0000 battery 1.268V solar 0.100V 
2015/04/21 05:24:53: 0004.018A.001E.0027.0000 battery 1.271V solar 0.097V 
2015/04/21 05:25:23: 0003.018A.001F.0027.0000 battery 1.271V solar 0.100V 
2015/04/21 05:25:53: 0003.018A.001F.0027.0000 battery 1.271V solar 0.100V 
2015/04/21 05:26:23: 0003.017E.001F.0026.0000 battery 1.232V solar 0.100V 
2015/04/21 05:26:53: 0003.018A.0020.0028.0000 battery 1.271V solar 0.103V 
2015/04/21 05:27:23: 0248.0182.001E.0024.0000 battery 1.245V solar 0.097V 
2015/04/21 05:27:53: 0000.0189.001F.0027.0000 battery 1.268V solar 0.100V 
2015/04/21 05:28:23: 0018.018A.001F.0028.0000 battery 1.271V solar 0.100V 
2015/04/21 05:28:52: 0010.018A.0020.0027.0000 battery 1.271V solar 0.103V 
2015/04/21 05:29:22: 000D.018A.001F.0028.0000 battery 1.271V solar 0.100V 
2015/04/21 05:29:52: 000B.018A.001F.0026.0000 battery 1.271V solar 0.100V 
2015/04/21 05:30:22: 0009.018A.001F.0026.0000 battery 1.271V solar 0.100V 
2015/04/21 05:30:52: 0008.0189.001F.0027.0000 battery 1.268V solar 0.100V 
2015/04/21 05:31:22: 0007.0189.001F.0027.0000 battery 1.268V solar 0.100V 
2015/04/21 05:31:52: 0006.018A.0020.0027.0000 battery 1.271V solar 0.103V 
2015/04/21 05:32:22: 0002.018A.0020.0027.0000 battery 1.271V solar 0.103V 
2015/04/21 05:32:52: 0005.018A.001F.0027.0000 battery 1.271V solar 0.100V 
2015/04/21 05:33:22: 0004.018A.001F.0027.0000 battery 1.271V solar 0.100V 
2015/04/21 05:33:52: 0006.0189.0020.0027.0000 battery 1.268V solar 0.103V 
2015/04/21 05:34:22: 0004.0189.001F.0028.0000 battery 1.268V solar 0.100V 
2015/04/21 05:34:52: 0004.0184.0020.0027.0000 battery 1.252V solar 0.103V 
2015/04/21 05:35:22: 0004.0189.0020.0027.0000 battery 1.268V solar 0.103V 
2015/04/21 05:35:52: 0247.0188.0020.0024.0000 battery 1.265V solar 0.103V 
2015/04/21 05:36:22: 0002.017D.0020.0027.0000 battery 1.229V solar 0.103V 
2015/04/21 05:36:52: 0019.018A.0020.0027.0000 battery 1.271V solar 0.103V 
2015/04/21 05:37:22: 0018.0189.0021.0028.0000 battery 1.268V solar 0.106V 
2015/04/21 05:37:52: 0019.018A.0021.0027.0000 battery 1.271V solar 0.106V 
2015/04/21 05:38:22: 0017.0184.0021.0027.0000 battery 1.252V solar 0.106V 
2015/04/21 05:38:52: 0016.0189.0022.0027.0000 battery 1.268V solar 0.110V 
2015/04/21 05:39:22: 0016.0189.0022.0028.0000 battery 1.268V solar 0.110V 
2015/04/21 05:39:52: 0014.0189.0021.0028.0000 battery 1.268V solar 0.106V 
2015/04/21 05:40:22: 0015.018A.0020.0028.0000 battery 1.271V solar 0.103V 
2015/04/21 05:40:52: 0013.018A.0021.0028.0000 battery 1.271V solar 0.106V 
2015/04/21 05:41:22: 0015.018A.0021.002A.0000 battery 1.271V solar 0.106V 
2015/04/21 05:41:52: 0014.0189.0021.002A.0000 battery 1.268V solar 0.106V 
2015/04/21 05:42:22: 0014.0189.0022.0029.0000 battery 1.268V solar 0.110V 

-----

                     lite bat  slr  mois temp
> 2015/04/21 05:42:52: 0015.018A.0022.0028.0000 battery 1.271V solar 0.110V 
2015/04/21 05:43:22: 0015.0189.0022.0029.0000 battery 1.268V solar 0.110V 
2015/04/21 05:43:52: 0014.0182.0023.0028.0000 battery 1.245V solar 0.113V 
2015/04/21 05:44:22: 024E.0189.0023.0026.0000 battery 1.268V solar 0.113V 
2015/04/21 05:44:52: 0017.018A.0021.0028.0000 battery 1.271V solar 0.106V 
2015/04/21 05:45:22: 003E.0189.0024.0028.0000 battery 1.268V solar 0.116V 
2015/04/21 05:45:52: 003B.0189.0025.0028.0000 battery 1.268V solar 0.119V 
2015/04/21 05:46:22: 0039.0189.0024.002A.0000 battery 1.268V solar 0.116V 
2015/04/21 05:46:52: 0037.0189.0025.002A.0000 battery 1.268V solar 0.119V 
2015/04/21 05:47:22: 0039.0189.0027.002A.0000 battery 1.268V solar 0.126V 
2015/04/21 05:47:52: 003A.0189.0027.002B.0000 battery 1.268V solar 0.126V 
2015/04/21 05:48:22: 0037.0189.0028.002D.0000 battery 1.268V solar 0.129V 
2015/04/21 05:48:52: 003A.0189.0029.002C.0000 battery 1.268V solar 0.132V 
2015/04/21 05:49:22: 003B.017D.002A.002D.0000 battery 1.229V solar 0.135V 
2015/04/21 05:49:52: 003C.0189.0029.002D.0000 battery 1.268V solar 0.132V 
2015/04/21 05:50:22: 003E.0189.002C.002F.0000 battery 1.268V solar 0.142V 
2015/04/21 05:50:52: 003F.0189.002E.002F.0000 battery 1.268V solar 0.148V 
2015/04/21 05:51:22: 0040.0189.002F.0030.0000 battery 1.268V solar 0.152V 
2015/04/21 05:51:52: 0042.0189.0030.0030.0000 battery 1.268V solar 0.155V 
2015/04/21 05:52:22: 0044.0189.0031.0031.0000 battery 1.268V solar 0.158V 
2015/04/21 05:52:52: 024F.0184.0032.002F.0000 battery 1.252V solar 0.161V 
2015/04/21 05:53:22: 0047.017E.0035.0033.0000 battery 1.232V solar 0.171V 
2015/04/21 05:53:52: 0056.0188.0037.0034.0000 battery 1.265V solar 0.177V 
2015/04/21 05:54:22: 0053.0186.0038.0035.0000 battery 1.258V solar 0.181V 
2015/04/21 05:54:52: 0054.0183.003B.0038.0000 battery 1.248V solar 0.190V 
2015/04/21 05:55:21: 0056.0188.003D.0038.0000 battery 1.265V solar 0.197V 
2015/04/21 05:55:51: 0058.0188.0040.003A.0000 battery 1.265V solar 0.206V 
2015/04/21 05:56:21: 005B.0188.0043.003C.0000 battery 1.265V solar 0.216V 
2015/04/21 05:56:51: 005E.0189.0046.003E.0000 battery 1.268V solar 0.226V 
2015/04/21 05:57:21: 0061.0188.004A.0040.0000 battery 1.265V solar 0.239V 
2015/04/21 05:57:51: 0061.0189.004D.0042.0000 battery 1.268V solar 0.248V 
2015/04/21 05:58:21: 0067.0189.0050.0044.0000 battery 1.268V solar 0.258V 
2015/04/21 05:58:51: 0054.0189.0054.0047.0000 battery 1.268V solar 0.271V 
2015/04/21 05:59:21: 0059.0189.0058.0049.0000 battery 1.268V solar 0.284V 
2015/04/21 05:59:51: 005D.0189.005C.004C.0000 battery 1.268V solar 0.297V 
2015/04/21 06:00:21: 0064.0186.0060.004E.0000 battery 1.258V solar 0.310V 
2015/04/21 06:00:51: 0069.0189.0064.0051.0000 battery 1.268V solar 0.323V 
2015/04/21 06:01:21: 0255.0184.0066.0051.0000 battery 1.252V solar 0.329V 
2015/04/21 06:01:51: 0072.0188.006A.0055.0000 battery 1.265V solar 0.342V 
2015/04/21 06:02:21: 0080.0188.006C.0056.0000 battery 1.265V solar 0.348V 
2015/04/21 06:02:51: 0080.0188.006D.0057.0000 battery 1.265V solar 0.352V 
2015/04/21 06:03:21: 0083.0186.006E.0057.0000 battery 1.258V solar 0.355V 
2015/04/21 06:03:51: 0086.0188.0071.0059.0000 battery 1.265V solar 0.365V 
2015/04/21 06:04:21: 008A.0188.0071.005A.0000 battery 1.265V solar 0.365V 
2015/04/21 06:04:51: 008E.0184.0075.005B.0000 battery 1.252V solar 0.377V 
2015/04/21 06:05:21: 0091.0188.0076.005D.0000 battery 1.265V solar 0.381V 
2015/04/21 06:05:51: 0097.0188.007C.0060.0000 battery 1.265V solar 0.400V 
2015/04/21 06:06:21: 009D.0188.007F.0062.0000 battery 1.265V solar 0.410V 
2015/04/21 06:06:51: 00A4.0187.0084.0065.0000 battery 1.261V solar 0.426V 
2015/04/21 06:07:21: 00A9.0188.0085.0067.0000 battery 1.265V solar 0.429V 
2015/04/21 06:07:51: 00AE.017F.008A.0069.0000 battery 1.235V solar 0.445V 
2015/04/21 06:08:21: 00B4.0188.008B.006A.0000 battery 1.265V solar 0.448V 
2015/04/21 06:08:51: 00BA.0188.008F.006C.0000 battery 1.265V solar 0.461V 
2015/04/21 06:09:21: 00C0.0188.0091.006E.0000 battery 1.265V solar 0.468V 
2015/04/21 06:09:51: 0261.0188.0093.006E.0000 battery 1.265V solar 0.474V 
2015/04/21 06:10:21: 00CC.0187.0098.0071.0000 battery 1.261V solar 0.490V 
2015/04/21 06:10:51: 00DA.0187.009C.0074.0000 battery 1.261V solar 0.503V 
2015/04/21 06:11:21: 00E1.0188.00A2.0077.0000 battery 1.265V solar 0.523V 
2015/04/21 06:11:51: 00E8.0188.00A9.007C.0000 battery 1.265V solar 0.545V 
2015/04/21 06:12:21: 00EF.0187.00AC.007E.0000 battery 1.261V solar 0.555V 
2015/04/21 06:12:51: 00FA.0187.00B3.0083.0000 battery 1.261V solar 0.577V 
2015/04/21 06:13:21: 0103.0185.00BA.0088.0000 battery 1.255V solar 0.600V 
2015/04/21 06:13:51: 010D.0188.00C1.008C.0000 battery 1.265V solar 0.623V 
2015/04/21 06:14:21: 0116.0188.00C6.0090.0000 battery 1.265V solar 0.639V 
2015/04/21 06:14:51: 011F.0187.00CC.0093.0000 battery 1.261V solar 0.658V 
2015/04/21 06:15:21: 0128.017C.00D1.0097.0000 battery 1.226V solar 0.674V 
2015/04/21 06:15:51: 0132.0188.00D5.009C.0000 battery 1.265V solar 0.687V 
2015/04/21 06:16:21: 013B.0188.00DC.009F.0000 battery 1.265V solar 0.710V 
2015/04/21 06:16:51: 0145.0181.00E2.00A3.0000 battery 1.242V solar 0.729V 
2015/04/21 06:17:21: 014C.017D.00E5.00A5.0000 battery 1.229V solar 0.739V 
2015/04/21 06:17:51: 0153.0188.00E9.00A8.0000 battery 1.265V solar 0.752V 
2015/04/21 06:18:21: 027E.0187.00ED.00AA.0000 battery 1.261V solar 0.765V 
2015/04/21 06:18:51: 0161.0188.00F0.00AD.0000 battery 1.265V solar 0.774V 
2015/04/21 06:19:21: 016B.0184.00F4.00AF.0000 battery 1.252V solar 0.787V 
2015/04/21 06:19:51: 0171.0188.00F8.00B2.0000 battery 1.265V solar 0.800V 
2015/04/21 06:20:21: 0179.0187.00FC.00B5.0000 battery 1.261V solar 0.813V 
2015/04/21 06:20:51: 0180.0188.00FF.00B7.0000 battery 1.265V solar 0.823V 
2015/04/21 06:21:21: 0186.0188.0103.00B9.0000 battery 1.265V solar 0.835V 
2015/04/21 06:21:51: 018D.0188.0104.00BA.0000 battery 1.265V solar 0.839V 
2015/04/21 06:22:20: 0193.0187.0105.00BC.0000 battery 1.261V solar 0.842V 
2015/04/21 06:22:50: 0198.0188.0109.00BE.0000 battery 1.265V solar 0.855V 
2015/04/21 06:23:20: 019E.0187.010A.00BF.0000 battery 1.261V solar 0.858V 
2015/04/21 06:23:50: 01A5.0188.010E.00C1.0000 battery 1.265V solar 0.871V 
2015/04/21 06:24:20: 01AB.0187.010F.00C4.0000 battery 1.261V solar 0.874V 
2015/04/21 06:24:50: 01B2.0188.0115.00C7.0000 battery 1.265V solar 0.894V 
2015/04/21 06:25:20: 01BA.0188.0119.00C9.0000 battery 1.265V solar 0.906V 
2015/04/21 06:25:50: 01C1.0187.011C.00CB.0000 battery 1.261V solar 0.916V 
2015/04/21 06:26:20: 01C8.0187.011F.00CD.0000 battery 1.261V solar 0.926V 
2015/04/21 06:26:50: 029C.0186.0122.00CF.0000 battery 1.258V solar 0.935V 
2015/04/21 06:27:20: 01D1.0188.0123.00D1.0000 battery 1.265V solar 0.939V 
2015/04/21 06:27:50: 01D6.0187.0126.00D2.0000 battery 1.261V solar 0.948V 
2015/04/21 06:28:20: 01D7.0187.0126.00D2.0000 battery 1.261V solar 0.948V 
2015/04/21 06:28:50: 01DB.0184.0127.00D3.0000 battery 1.252V solar 0.952V 
2015/04/21 06:29:20: 01DE.0187.012A.00D4.0000 battery 1.261V solar 0.961V 
2015/04/21 06:29:50: 01E3.0185.012D.00D7.0000 battery 1.255V solar 0.971V 
2015/04/21 06:30:20: 01E8.0187.012F.00D8.0000 battery 1.261V solar 0.977V 
2015/04/21 06:30:50: 01ED.0187.0132.00DA.0000 battery 1.261V solar 0.987V 
2015/04/21 06:31:20: 01F1.0186.0133.00DB.0000 battery 1.258V solar 0.990V 
2015/04/21 06:31:50: 01F7.0180.0137.00DD.0000 battery 1.239V solar 1.003V 
2015/04/21 06:32:20: 01FC.017D.013A.00E0.0000 battery 1.229V solar 1.013V 
2015/04/21 06:32:50: 0201.0186.013C.00E0.0000 battery 1.258V solar 1.019V 
2015/04/21 06:33:20: 0207.0187.013F.00E2.0000 battery 1.261V solar 1.029V 
2015/04/21 06:33:50: 020B.0187.0142.00E5.0000 battery 1.261V solar 1.039V 
2015/04/21 06:34:20: 0211.0187.0145.00E6.0000 battery 1.261V solar 1.048V 
2015/04/21 06:34:50: 0216.0187.0146.00E9.0000 battery 1.261V solar 1.052V 
2015/04/21 06:35:20: 021A.0187.014A.00EA.0000 battery 1.261V solar 1.065V 
2015/04/21 06:35:50: 021F.017E.014A.00EB.0000 battery 1.232V solar 1.065V 
2015/04/21 06:36:20: 0225.0186.014E.00ED.0000 battery 1.258V solar 1.077V 
2015/04/21 06:36:50: 022A.0186.0151.00F0.0000 battery 1.258V solar 1.087V 
2015/04/21 06:37:20: 022D.017B.0153.00F1.0000 battery 1.223V solar 1.094V 
2015/04/21 06:37:50: 0231.0187.0155.00F1.0000 battery 1.261V solar 1.100V 
2015/04/21 06:38:20: 0235.0187.0156.00F3.0000 battery 1.261V solar 1.103V 
2015/04/21 06:38:50: 0236.017D.0155.00F2.0000 battery 1.229V solar 1.100V 
2015/04/21 06:39:20: 0239.0187.0157.00F2.0000 battery 1.261V solar 1.106V 
2015/04/21 06:39:50: 023C.0187.0159.00F3.0000 battery 1.261V solar 1.113V 
2015/04/21 06:40:20: 023F.0187.0159.00F5.0000 battery 1.261V solar 1.113V 
2015/04/21 06:40:50: 0242.0181.015A.00F5.0000 battery 1.242V solar 1.116V 
2015/04/21 06:41:20: 0243.0187.015C.00F5.0000 battery 1.261V solar 1.123V 
2015/04/21 06:41:50: 0245.0187.015C.00F6.0000 battery 1.261V solar 1.123V 
2015/04/21 06:42:20: 0249.0184.015D.00F6.0000 battery 1.252V solar 1.126V 
2015/04/21 06:42:50: 024D.0184.015F.00F8.0000 battery 1.252V solar 1.132V 
2015/04/21 06:43:20: 0252.0187.0161.00F8.0000 battery 1.261V solar 1.139V 
2015/04/21 06:43:50: 0259.0184.0163.00FB.0000 battery 1.252V solar 1.145V 
2015/04/21 06:44:20: 0260.0180.016A.00FF.0000 battery 1.239V solar 1.168V 
2015/04/21 06:44:50: 0267.0186.016D.0101.0000 battery 1.258V solar 1.177V 
2015/04/21 06:45:20: 026E.0187.016F.0103.0000 battery 1.261V solar 1.184V 
2015/04/21 06:45:50: 0275.0186.0174.0106.0000 battery 1.258V solar 1.200V 
2015/04/21 06:46:20: 027A.017A.0175.0107.0000 battery 1.219V solar 1.203V 
2015/04/21 06:46:50: 0280.0186.0178.0109.0000 battery 1.258V solar 1.213V 
2015/04/21 06:47:20: 0283.0181.017A.010A.0000 battery 1.242V solar 1.219V 
2015/04/21 06:47:50: 0287.0187.017C.010B.0000 battery 1.261V solar 1.226V 
2015/04/21 06:48:20: 028B.0187.017E.010C.0000 battery 1.261V solar 1.232V 
2015/04/21 06:48:50: 028D.0187.0180.010D.0000 battery 1.261V solar 1.239V 
2015/04/21 06:49:19: 028E.0187.0180.010E.0000 battery 1.261V solar 1.239V 
2015/04/21 06:49:49: 028E.0186.0182.010F.0000 battery 1.258V solar 1.245V 
2015/04/21 06:50:19: 028D.0186.0180.010E.0000 battery 1.258V solar 1.239V 
2015/04/21 06:50:49: 0290.0186.0181.010F.0000 battery 1.258V solar 1.242V 
2015/04/21 06:51:19: 0291.0187.0184.010F.0000 battery 1.261V solar 1.252V 
2015/04/21 06:51:49: 0292.0187.0182.010F.0000 battery 1.261V solar 1.245V 
2015/04/21 06:52:19: 0293.0186.0183.0110.0000 battery 1.258V solar 1.248V 
2015/04/21 06:52:49: 0294.0186.0184.0110.0000 battery 1.258V solar 1.252V 
2015/04/21 06:53:19: 0295.0186.0184.0111.0000 battery 1.258V solar 1.252V 
2015/04/21 06:53:49: 0298.0186.0184.0111.0000 battery 1.258V solar 1.252V 
2015/04/21 06:54:19: 029A.0187.0185.0111.0000 battery 1.261V solar 1.255V 
2015/04/21 06:54:49: 029B.0186.0185.0111.0000 battery 1.258V solar 1.255V 
2015/04/21 06:55:19: 029E.0186.0188.0113.0000 battery 1.258V solar 1.265V 
2015/04/21 06:55:49: 02A1.0187.0187.0113.0000 battery 1.261V solar 1.261V 
2015/04/21 06:56:19: 02A7.0186.018B.0115.0000 battery 1.258V solar 1.274V 
2015/04/21 06:56:49: 02AD.0185.018D.0117.0000 battery 1.255V solar 1.281V 
2015/04/21 06:57:19: 02B2.0186.0190.0118.0000 battery 1.258V solar 1.290V 
2015/04/21 06:57:49: 02B8.0186.0192.011A.0000 battery 1.258V solar 1.297V 
2015/04/21 06:58:19: 02BE.0186.0194.011B.0000 battery 1.258V solar 1.303V 
2015/04/21 06:58:49: 02C0.0186.0195.011B.0000 battery 1.258V solar 1.306V 
2015/04/21 06:59:19: 02BF.0186.0195.011B.0000 battery 1.258V solar 1.306V 
2015/04/21 06:59:49: 02C1.0186.0195.011C.0000 battery 1.258V solar 1.306V 
2015/04/21 07:00:19: 02C5.0186.0196.011D.0000 battery 1.258V solar 1.310V 
2015/04/21 07:00:49: 02C8.0182.0196.011D.0000 battery 1.245V solar 1.310V 
2015/04/21 07:01:19: 02CE.0186.0199.011E.0000 battery 1.258V solar 1.319V 
2015/04/21 07:01:49: 02D1.0186.0199.011E.0000 battery 1.258V solar 1.319V 
2015/04/21 07:02:19: 02D4.0186.019B.0120.0000 battery 1.258V solar 1.326V 
2015/04/21 07:02:49: 02D7.0186.019A.011F.0000 battery 1.258V solar 1.323V 
2015/04/21 07:03:19: 02D9.0186.019B.0120.0000 battery 1.258V solar 1.326V 
2015/04/21 07:03:49: 02D9.0186.019B.0120.0000 battery 1.258V solar 1.326V 
2015/04/21 07:04:19: 02D8.0186.019B.0120.0000 battery 1.258V solar 1.326V 
2015/04/21 07:04:49: 02D9.0186.019C.011F.0000 battery 1.258V solar 1.329V 
2015/04/21 07:05:19: 02DA.0186.019B.0120.0000 battery 1.258V solar 1.326V 
2015/04/21 07:05:49: 02DB.0186.019C.011F.0000 battery 1.258V solar 1.329V 
2015/04/21 07:06:19: 02DE.0186.019C.0120.0000 battery 1.258V solar 1.329V 
2015/04/21 07:06:49: 02DE.0185.019A.0120.0000 battery 1.255V solar 1.323V 
2015/04/21 07:07:19: 02DD.0181.019A.011F.0000 battery 1.242V solar 1.323V 
2015/04/21 07:07:49: 02DD.017D.019B.011E.0000 battery 1.229V solar 1.326V 
2015/04/21 07:08:19: 02DE.0186.0198.011E.0000 battery 1.258V solar 1.316V 
2015/04/21 07:08:49: 02DE.017F.0198.011E.0000 battery 1.235V solar 1.316V 
2015/04/21 07:09:19: 02DE.0185.0199.011F.0000 battery 1.255V solar 1.319V 
2015/04/21 07:09:49: 02DF.0186.0198.011F.0000 battery 1.258V solar 1.316V 
2015/04/21 07:10:19: 02E0.0186.019B.011E.0000 battery 1.258V solar 1.326V 
2015/04/21 07:10:49: 02E3.0185.019B.0120.0000 battery 1.255V solar 1.326V 
2015/04/21 07:11:19: 02E5.0185.019A.011F.0000 battery 1.255V solar 1.323V 
2015/04/21 07:11:49: 02EA.0185.019B.0120.0000 battery 1.255V solar 1.326V 
2015/04/21 07:12:19: 02EB.017C.019A.011F.0000 battery 1.226V solar 1.323V 
2015/04/21 07:12:49: 02EE.0185.019C.0120.0000 battery 1.255V solar 1.329V 
2015/04/21 07:13:19: 02EF.0185.019D.0121.0000 battery 1.255V solar 1.332V 
2015/04/21 07:13:49: 02F1.017E.019A.0120.0000 battery 1.232V solar 1.323V 
2015/04/21 07:14:19: 02F3.0185.019B.0120.0000 battery 1.255V solar 1.326V 
2015/04/21 07:14:49: 02F4.0185.0199.011F.0000 battery 1.255V solar 1.319V 
2015/04/21 07:15:19: 02F2.0185.019A.011F.0000 battery 1.255V solar 1.323V 
2015/04/21 07:15:49: 02F1.0185.019A.011D.0000 battery 1.255V solar 1.323V 
2015/04/21 07:16:18: 02ED.017A.0198.011E.0000 battery 1.219V solar 1.316V 
2015/04/21 07:16:48: 02EA.0185.0196.011D.0000 battery 1.255V solar 1.310V 
2015/04/21 07:17:18: 02E9.0179.0196.011D.0000 battery 1.216V solar 1.310V 
2015/04/21 07:17:48: 02E6.0185.0197.011C.0000 battery 1.255V solar 1.313V 

----

Disconnected.














